"0.0.1","4","9.910803055390716E-4"
"0.0.2","3","7.433102000504732E-4"
"0.0.3","3","7.433102000504732E-4"
"0.1.0","5","0.001238850294612348"
"0.1.1","4","9.910803055390716E-4"
"0.2.0","3","7.433102000504732E-4"
"0.1.2","3","7.433102000504732E-4"
"0.1.3","3","7.433102000504732E-4"
"0.2.1","3","7.433102000504732E-4"
"0.2.2","4","9.910803055390716E-4"
"0.2.3","4","9.910803055390716E-4"
"0.3.0","3","7.433102000504732E-4"
"0.3.1","6","0.0014866204001009464"
"0.3.2","192","0.047571852803230286"
"0.3.3","4","9.910803055390716E-4"
"0.3.4","7","0.0017343905055895448"
"0.3.5","3","7.433102000504732E-4"
"0.3.6","3","7.433102000504732E-4"
"0.3.7","4","9.910803055390716E-4"
"0.4.0","5","0.001238850294612348"
"0.5.0","3","7.433102000504732E-4"
"0.6.0","164","0.04063429310917854"
"0.6.1","14","0.0034687810111790895"
"0.6.2","81","0.02006937563419342"
"0.7.0","31","0.007680871989578009"
"0.8.0","19","0.004707631189376116"
"0.8.1","5","0.001238850294612348"
"0.8.2","235","0.05822596698999405"
"0.8.3","7","0.0017343905055895448"
"0.8.4","21","0.005203171633183956"
"0.8.5","8","0.001982160611078143"
"0.8.6","395","0.09786918014287949"
"0.8.7","405","0.1003468781709671"
"0.9.0","1090","0.2700693607330322"
"0.9.1","9","0.0022299306001514196"
"0.9.2","1283","0.317889004945755"
