"0.3.0","10","0.04716981202363968"
"0.3.1","8","0.03773584961891174"
"0.3.2","5","0.02358490601181984"
"0.3.3","9","0.04245283082127571"
"0.3.4","8","0.03773584961891174"
"0.3.5","8","0.03773584961891174"
"0.3.6","8","0.03773584961891174"
"0.3.7","9","0.04245283082127571"
"0.4.0","8","0.03773584961891174"
"0.5.0","5","0.02358490601181984"
"0.6.0","9","0.04245283082127571"
"0.6.1","8","0.03773584961891174"
"0.6.2","6","0.028301887214183807"
"0.7.0","5","0.02358490601181984"
"0.8.0","8","0.03773584961891174"
"0.8.1","6","0.028301887214183807"
"0.8.2","8","0.03773584961891174"
"0.8.3","9","0.04245283082127571"
"0.8.4","10","0.04716981202363968"
"0.8.5","9","0.04245283082127571"
"0.8.6","17","0.08018867671489716"
"0.8.7","39","0.18396227061748505"
