"0.6.0","221","0.00699123740196228"
"0.6.1","2","6.326911534415558E-5"
"0.6.2","130","0.004112492315471172"
"0.7.0","162","0.005124798510223627"
"0.8.0","7","2.2144190734252334E-4"
"0.8.1","5","1.5817278472241014E-4"
"0.8.2","135","0.004270665347576141"
"0.8.3","8","2.530764613766223E-4"
"0.8.4","184","0.005820758640766144"
"0.8.5","36","0.0011388440616428852"
"0.8.6","623","0.019708329811692238"
"0.8.7","590","0.018664389848709106"
"0.9.0","164","0.005188067443668842"
"0.9.1","11","3.4798012347891927E-4"
"0.9.2","800","0.02530764602124691"
"0.9.3","2078","0.06573661416769028"
"0.9.4","4460","0.14109012484550476"
"0.9.5","3293","0.10417259484529495"
"0.9.6","9","2.847110154107213E-4"
"0.9.7","116","0.0036696086172014475"
"0.9.8","7135","0.22571256756782532"
"0.9.9","9003","0.28480592370033264"
"0.9.10","2439","0.0771566852927208"
