"0.3.0","2","0.020408162847161293"
"0.3.1","2","0.020408162847161293"
"0.3.2","3","0.030612245202064514"
"0.3.3","3","0.030612245202064514"
"0.3.4","1","0.010204081423580647"
"0.3.5","3","0.030612245202064514"
"0.3.6","4","0.040816325694322586"
"0.3.7","5","0.051020409911870956"
"0.4.0","5","0.051020409911870956"
"0.5.0","4","0.040816325694322586"
"0.6.0","1","0.010204081423580647"
"0.6.1","3","0.030612245202064514"
"0.6.2","2","0.020408162847161293"
"0.7.0","4","0.040816325694322586"
"0.8.0","5","0.051020409911870956"
"0.8.1","3","0.030612245202064514"
"0.8.2","3","0.030612245202064514"
"0.8.3","4","0.040816325694322586"
"0.8.4","3","0.030612245202064514"
"0.8.5","3","0.030612245202064514"
"0.8.6","7","0.0714285746216774"
"0.8.7","4","0.040816325694322586"
"0.9.0","6","0.06122449040412903"
"0.9.1","5","0.051020409911870956"
"0.9.2","13","0.13265305757522583"
