"0.0.1","7","0.0035823951475322247"
"0.0.2","7","0.0035823951475322247"
"0.0.3","7","0.0035823951475322247"
"0.1.0","7","0.0035823951475322247"
"0.1.1","7","0.0035823951475322247"
"0.2.0","7","0.0035823951475322247"
"0.1.2","7","0.0035823951475322247"
"0.1.3","7","0.0035823951475322247"
"0.2.1","7","0.0035823951475322247"
"0.2.2","7","0.0035823951475322247"
"0.2.3","7","0.0035823951475322247"
"0.3.0","8","0.004094165749847889"
"0.3.1","10","0.005117707420140505"
"0.3.2","12","0.006141248624771833"
"0.3.3","7","0.0035823951475322247"
"0.3.4","8","0.004094165749847889"
"0.3.5","8","0.004094165749847889"
"0.3.6","9","0.004605936352163553"
"0.3.7","8","0.004094165749847889"
"0.4.0","10","0.005117707420140505"
"0.5.0","15","0.007676560897380114"
"0.6.0","15","0.007676560897380114"
"0.6.1","11","0.005629478022456169"
"0.6.2","42","0.021494369953870773"
"0.7.0","10","0.005117707420140505"
"0.8.0","15","0.007676560897380114"
"0.8.1","18","0.009211872704327106"
"0.8.2","14","0.007164790295064449"
"0.8.3","16","0.008188331499695778"
"0.8.4","23","0.01177072711288929"
"0.8.5","7","0.0035823951475322247"
"0.8.6","12","0.006141248624771833"
"0.8.7","46","0.02354145422577858"
"0.9.0","375","0.19191402196884155"
"0.9.1","9","0.004605936352163553"
"0.9.2","340","0.1740020513534546"
"0.9.3","176","0.0900716483592987"
"0.9.4","194","0.09928352385759354"
"0.9.5","17","0.00870010256767273"
"0.9.7","12","0.006141248624771833"
"0.9.6","8","0.004094165749847889"
"0.9.8","78","0.039918117225170135"
"0.9.9","105","0.05373592674732208"
"0.9.10","239","0.12231320142745972"
