"0.3.0","6","0.034090910106897354"
"0.3.1","3","0.017045455053448677"
"0.3.2","14","0.07954545319080353"
"0.3.3","3","0.017045455053448677"
"0.3.4","3","0.017045455053448677"
"0.3.5","4","0.022727273404598236"
"0.3.6","5","0.028409091755747795"
"0.3.7","4","0.022727273404598236"
"0.4.0","8","0.04545454680919647"
"0.5.0","3","0.017045455053448677"
"0.6.0","5","0.028409091755747795"
"0.6.1","5","0.028409091755747795"
"0.6.2","4","0.022727273404598236"
"0.7.0","4","0.022727273404598236"
"0.8.0","11","0.0625"
"0.8.1","8","0.04545454680919647"
"0.8.2","16","0.09090909361839294"
"0.8.3","7","0.039772726595401764"
"0.8.4","63","0.3579545319080353"
