"0.6.0","171","0.0033475589007139206"
"0.6.1","12","2.3491641331929713E-4"
"0.6.2","5","9.788183524506167E-5"
"0.7.0","6","1.1745820665964857E-4"
"0.8.0","13","2.544927701819688E-4"
"0.8.1","9","1.7618731362745166E-4"
"0.8.2","409","0.00800673384219408"
"0.8.3","20","3.9152734098024666E-4"
"0.8.4","30","5.872910260222852E-4"
"0.8.5","61","0.0011941584525629878"
"0.8.6","1131","0.022140871733427048"
"0.8.7","605","0.01184370182454586"
"0.9.0","733","0.014349477365612984"
"0.9.1","68","0.0013311930233612657"
"0.9.2","886","0.017344661056995392"
"0.9.3","766","0.014995497651398182"
"0.9.4","1952","0.03821307048201561"
"0.9.5","2141","0.041913002729415894"
"0.9.6","11","2.1534004190471023E-4"
"0.9.7","25","4.894091980531812E-4"
"0.9.8","7549","0.14778199791908264"
"0.9.9","4240","0.08300379663705826"
"0.9.10","17932","0.3510434329509735"
"0.9.12","3743","0.07327434420585632"
"0.9.13","7430","0.14545240998268127"
"0.9.14","1134","0.0221996009349823"
