"0.6.0","263","0.01266432274132967"
"0.6.1","5","2.4076660338323563E-4"
"0.6.2","1","4.815332067664713E-5"
"0.7.0","1","4.815332067664713E-5"
"0.8.0","3","1.4445996202994138E-4"
"0.8.1","6","2.8891992405988276E-4"
"0.8.2","106","0.005104252137243748"
"0.8.3","8","3.85226565413177E-4"
"0.8.4","125","0.0060191648080945015"
"0.8.5","49","0.0023595127277076244"
"0.8.6","422","0.020320700481534004"
"0.8.7","519","0.02499157376587391"
"0.9.0","301","0.014494149014353752"
"0.9.1","8","3.85226565413177E-4"
"0.9.2","863","0.04155631363391876"
"0.9.3","3379","0.1627100706100464"
"0.9.4","5443","0.2620985209941864"
"0.9.5","3735","0.1798526495695114"
"0.9.6","431","0.020754080265760422"
"0.9.7","2370","0.11412336677312851"
"0.9.8","2729","0.1314104050397873"
