"0.0.1","13","0.0018364175921306014"
"0.0.2","10","0.0014126289170235395"
"0.0.3","9","0.0012713660253211856"
"0.1.0","6","8.475773502141237E-4"
"0.1.1","12","0.0016951547004282475"
"0.2.0","10","0.0014126289170235395"
"0.1.2","7","9.888402419164777E-4"
"0.1.3","10","0.0014126289170235395"
"0.2.1","10","0.0014126289170235395"
"0.2.2","8","0.0011301031336188316"
"0.2.3","4","5.650515668094158E-4"
"0.3.0","8","0.0011301031336188316"
"0.3.1","16","0.0022602062672376633"
"0.3.2","58","0.008193247951567173"
"0.3.3","8","0.0011301031336188316"
"0.3.4","13","0.0018364175921306014"
"0.3.5","12","0.0016951547004282475"
"0.3.6","11","0.0015538918087258935"
"0.3.7","13","0.0018364175921306014"
"0.4.0","12","0.0016951547004282475"
"0.5.0","24","0.003390309400856495"
"0.6.0","1053","0.14874982833862305"
"0.6.1","69","0.009747139178216457"
"0.6.2","45","0.00635683024302125"
"0.7.0","62","0.008758299052715302"
"0.8.0","341","0.04817064478993416"
"0.8.1","29","0.0040966239757835865"
"0.8.2","5206","0.7354146242141724"
