"0.0.1","6","0.0030581040773540735"
"0.0.2","6","0.0030581040773540735"
"0.0.3","6","0.0030581040773540735"
"0.1.0","6","0.0030581040773540735"
"0.1.1","6","0.0030581040773540735"
"0.2.0","6","0.0030581040773540735"
"0.1.2","6","0.0030581040773540735"
"0.1.3","6","0.0030581040773540735"
"0.2.1","11","0.005606524180620909"
"0.2.2","6","0.0030581040773540735"
"0.2.3","6","0.0030581040773540735"
"0.3.0","6","0.0030581040773540735"
"0.3.1","19","0.009683995507657528"
"0.3.2","396","0.20183485746383667"
"0.3.3","13","0.006625892128795385"
"0.3.4","6","0.0030581040773540735"
"0.3.5","6","0.0030581040773540735"
"0.3.6","6","0.0030581040773540735"
"0.3.7","7","0.003567788051441312"
"0.4.0","20","0.010193679481744766"
"0.5.0","13","0.006625892128795385"
"0.6.0","30","0.015290520153939724"
"0.6.1","26","0.01325178425759077"
"0.6.2","180","0.0917431190609932"
"0.7.0","29","0.014780836179852486"
"0.8.0","69","0.03516819700598717"
"0.8.1","9","0.004587155766785145"
"0.8.2","460","0.23445463180541992"
"0.8.3","31","0.015800204128026962"
"0.8.4","44","0.022426096722483635"
"0.8.5","43","0.021916411817073822"
"0.8.6","267","0.1360856294631958"
"0.8.7","211","0.10754331946372986"
