"0.6.0","24","0.0022077085450291634"
"0.6.1","44","0.00404746551066637"
"0.6.2","25","0.0022996964398771524"
"0.7.0","19","0.0017477693036198616"
"0.8.0","29","0.002667647786438465"
"0.8.1","20","0.0018397571984678507"
"0.8.2","893","0.08214515447616577"
"0.8.3","367","0.03375954553484917"
"0.8.4","804","0.07395824044942856"
"0.8.5","56","0.005151320248842239"
"0.8.6","1482","0.13632600009441376"
"0.8.7","923","0.08490478992462158"
"0.9.0","2740","0.25204673409461975"
"0.9.1","418","0.038450922816991806"
"0.9.2","3027","0.2784472405910492"
